Core-ID,CDISC Rule ID,Error Message,Description,Standard Name,Standard Version,Scope,Executability,Status
CORE-000308,FB4002,'--DOSE is lower than zero,Value for --DOSE should not be negative,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Published
CORE-000310,FB4001,AGE is lower than zero,Value for AGE should not be negative,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000516,FB3601,Negative value of Study Day variable,Study Day variables (--DY) value should not be negative in Exposure (EC/EX) datasets.,"SDTMIG, SENDIG, SENDIG-GENETOX, SENDIG-DART, SENDIG-AR","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""EC"",""EX""]}}",Fully Executable,Published
CORE-000515,CG0412,"DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"" but there are no DS records for the same subject","Raise an error when DM.ACTARMCD does not equal ""SCRNFAIL"", ""NOTASSGN"" or ""NOTTRT"", and there are no DS records for the same subject",SDTMIG,3.2,"{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
FDA.SDTMIG.SD1097,FB0101,The treatment-emergent flag is missing,"For each record in AE, a treatment-emergent flag should be present in SUPPAE",SDTMIG,"3.2, 3.3, 3.4","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""AE""]}}",Fully Executable,Draft
CORE-000510,CG0017,Split dataset name is not 3 or 4 characters in length,Split datasets (excluding supplemental qualifiers) is expected to have a have a length of 3 or 4 characters,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Exclude"":[""SUPP--"",""AP--""],""include_split_datasets"":true}}",Fully Executable,Published
CORE-000506,CG0286,Invalid date for TSVAL for TSPARMCD = SENDTC (Study End Date),Raise an error when TSVAL for TSPARMCD=SENDTC is not a valid date/time,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000504,CG0283,Invalid date for TSVAL for TSPARMCD = DCUTDTC (Data Cutoff Date),Raise an error when TSVAL for TSPARMCD=DCUTDTC is not a valid date/time,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000501,CG0216,VISITDY is populated when SVUPDES is also populated.,Raise an error if SVUPDES is not null when VISITDY is populated.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SV""]}}",Fully Executable,Published
CORE-000497,CG0279,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = PCLAS is empty when PCLAS is applicable.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TPCLAS is empty but applicable.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Partially Executable - Possible Overreporting,Published
CDISC.SDTMIG.CG0559,CG0559,Parameter is normalized by dose amount and terminology of PPSTRESU is not a parameter normalized by dose amount,Trigger error when parameter is normalized by dose amount and terminology of PPSTRESU is not a parameter normalized by dose amount,SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""PP""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0560,CG0560,Parameter is normalized by weight and terminology for PPSTRESU is not for a parameter not normalized by weight,Trigger error when parameter is normalized by weight and terminology for PPSTRESU is not for a parameter not normalized by weight,SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""PP""]}}",Fully Executable,Draft
CORE-000483,CG0455,TSPARMCD = PCLAS but TSVCDREF does not equal 'MED-RT'.,Raise an error when TSPARMCD = PCLAS but TSVCDREF is not equal to 'MED-RT'.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000473,CG0272,A record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not equal HEALTHY SUBJECTS.,Raise an error when a record exists in TS where TSPARMCD = HLTSUBJI and TSVAL = Y but TSVAL for TSPARMCD = TDIGRP is not empty or does not equal HEALTHY SUBJECTS.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000470,CG0278,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTTYPE is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000469,CG0277,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = INTMODEL is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000468,CG0276,A record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.,Raise an error when a record exists in TS where TSPARMCD = STYPE and TSVAL = INTERVENTIONAL but TSVAL for TSPARMCD = TRT is empty.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
FDA.TRC1734b,TRC1734,Parameter SSTDTC is missing in ts.xpt.,Information on study start date is missing.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.2, 3.3, 3.4, 3.0, 3.1, 3.1.1, 1.0, 1.1, 1.2","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Draft
CORE-000467,CG0441,TSVAL is missing when TSPARMCD = STOPRULE.,Raise an error when TSPARMCD = STOPRULE and TSVAL is not completed.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
FDA.SDTMIG.SD1112,SD1112,Missing one or more TDM dataset(s),All TDM dataset(s) for the corresponding IG should be included in every submission.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
,"FULL_TEMPLATE, ",,,"ADaMIG, USDM, SDTMIG, SENDIG, SENDIG-DART, SENDIG-GENETOX, SENDIG-AR, Define-XML","1.0 | 1.1 | 1.2 | 1.3, 3.0 | 4.0, 3.2 | 3.3 | 3.4, 3.0 | 3.1 | 3.1.1, 1.1 | 1.2, 1, 1.0, 1.0 | 1.1, 1.0 | 2.0, 3.1.2 | 3.1.3 | 3.2","{""Classes"":{""Exclude"":[""ALL"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS"",""RELATIONSHIP"",""SPECIAL PURPOSE"",""STUDY REFERENCE"",""TRIAL DESIGN""],""Include"":[""ALL"",""EVENTS"",""FINDINGS"",""FINDINGS ABOUT"",""INTERVENTIONS"",""RELATIONSHIP"",""SPECIAL PURPOSE"",""STUDY REFERENCE"",""TRIAL DESIGN""]},""Datasets"":{""Exclude"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""],""Include"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""]},""Domains"":{""Exclude"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""],""Include"":[""ALL"",""AP--"",""APRELSUB"",""POOLDEF"",""RELREC"",""RELSPEC"",""RELSUB"",""SUPP--""],""include_split_datasets"":""true | false""},""Entities"":{""Exclude"":[""""],""Include"":[""""]},""Subclasses"":{""Exclude"":[""ADVERSE EVENT"",""ALL"",""MEDICAL DEVICE TIME-TO-EVENT"",""NON-COMPARTMENTAL ANALYSIS"",""TIME-TO-EVENT""],""Include"":[""ADVERSE EVENT"",""ALL"",""MEDICAL DEVICE TIME-TO-EVENT"",""NON-COMPARTMENTAL ANALYSIS"",""TIME-TO-EVENT""]},""Data_Structures"":{""Exclude"":[""ADAM OTHER"",""ALL"",""BASIC DATA STRUCTURE"",""DEVICE LEVEL ANALYSIS DATASET"",""MEDICAL DEVICE BASIC DATA STRUCTURE"",""MEDICAL DEVICE OCCURRENCE DATA STRUCTURE"",""OCCURRENCE DATA STRUCTURE"",""SUBJECT LEVEL ANALYSIS DATASET""],""Include"":[""ADAM OTHER"",""ALL"",""BASIC DATA STRUCTURE"",""DEVICE LEVEL ANALYSIS DATASET"",""MEDICAL DEVICE BASIC DATA STRUCTURE"",""MEDICAL DEVICE OCCURRENCE DATA STRUCTURE"",""OCCURRENCE DATA STRUCTURE"",""SUBJECT LEVEL ANALYSIS DATASET""]}}",Fully Executable | Not Executable | Partially Executable | Partially Executable - Possible Overreporting | Partially Executable - Possible Underreporting,Draft
CDISC.SDTMIG.CG0002,CG0002,"'--DUR exists in a dataset, confirm collected and not derived.","Raise a message when --DUR exists in a dataset, confirm collected and not derived.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0321,CG0321,Custom domain is not based on one of the observation classes,Trigger error when a custom domain is present and is not based on one of the observation classes,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000453,CG0433,"Missing value for AGE, when AGEU is provided","Raise an error when AGE is empty, but AGEU is not empty.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000452,CG0432,"Missing value for AGEU, when AGE or AGETXT is provided","Raise an error when AGEU is empty, but AGE or AGETXT is not empty.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0464,CG0464,'--TERM is not present in custom events dataset,Trigger error when --TERM is not present in custom events dataset,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CDISC.SDTMIG.CG0463,CG0463,'--TRT is not present in custom interventions dataset,Trigger error when --TRT is not present in custom interventions dataset,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000377,CG0129,DM.ARMCD must equal DM.ACTARMCD when subject is either a screen failure or not assigned to treatment,"ARMCD value must match ACTARMCD value in Demographics when ARMCD equals ""SCRFNFAIL"" or ""NOTASSGN""",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CORE-000375,CG0202,QORIG = ASSIGNED but QEVAL is not populated,Raise an error when QORIG = ASSIGNED and QEVAL is not populated.,SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""RELATIONSHIP""]},""Domains"":{""Include"":[""SUPP--""]}}",Fully Executable,Published
CORE-000216,CG0545,MIDSTYPE is not unique within subject when MIDSTYPE = TM.MIDSTYPE and TM.TMRPT = 'N',MIDSTYPE must be unique within subject when MIDSTYPE = TM.MIDSTYPE and TM.TMRPT = 'N',SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""SM""]}}",Fully Executable,Published
CORE-000373,CG0271,"For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing","For TS.TSPARMCD = ""RANDOM"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000372,CG0269,"For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing","For TS.TSPARMCD = ""ADDON"" records, TS.TSVAL value must equal ""N"" or ""Y"" when not missing",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000371,CG0244,"ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""","Raise an error when ARM is ""Screen Failure"", ""Not Assigned"", ""Unplanned Treatment"" or ""Not Treated""",SDTMIG,3.2,"{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA"",""TV""]}}",Fully Executable,Published
CORE-000365,CG0077,"MHCAT is grouping all records into one generic group. If no smaller categorization can be applied, then it is not necessary to include or populate this variable.","MHCAT should not group all records.  If no smaller categorization can be applied, then it is not necessary to include or populate this variable.",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""MH""],""include_split_datasets"":true}}",Fully Executable,Published
CORE-000364,CG0073,EPOCH should be null if DSCAT is protocol milestone,,SDTMIG,3.2,"{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DS""]}}",Fully Executable,Published
CORE-000362,CG0037,Primary analysis was used but --SOCCD and --BDSYCD are not equal,Raise an error when primary SOC is used for analysis and SOC Code is not equal to Body System Code,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Exclude"":[""DS"",""DV"",""HO""]}}",Fully Executable,Published
CORE-000205,CG0399,'--ULOQ is not expressed using the units in --STRESU,Trigger error when --ULOQ is not expressed using the units in --STRESU,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000343,CG0011,Variable format does not match SDTM-specified controlled terminology or format guidelines for variables (when provided),Trigger error when variable format does not match SDTM-specified controlled terminology or format guidelines for variables (when provided),SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000344,CG0020,"Variable is not equal to value within the extensible codelist, nor equal to MULTIPLE","Trigger error if the value of a variable, which is associated with an extensible codelist, is in the associated codelist or equal to 'MULTIPLE'",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000345,CG0021,"Variable is not equal to value within the extensible codelist, nor equal to OTHER","Trigger error if the value of a variable, which is associated with an extensible codelist, is in the associated codelist or equal to 'OTHER'",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000346,CG0047,'--MODIFY is not populated when --TERM has been modified for coding,Trigger error when --TERM has been modified for coding and --MODIFY is null,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""ALL""]}}",Not Executable,Draft
CORE-000348,CG0076,Deviation event must not be derived deviation,"Trigger error if deviation record is a derived variable, not a deviation that was collected",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""EVENTS""]},""Domains"":{""Include"":[""DV""]}}",Not Executable,Draft
CORE-000350,CG0099,'--MODIFY is null when --TRT represents an alteration to the collected value.,Trigger error if --TRT represents an alteration to the collected value for coding purposes and --MODIFY is null,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""CM"",""SU""]}}",Not Executable,Draft
CORE-000349,CG0098,CMTRT must record the collected medication name only,Trigger error if CMTRT contains more than just the medication name,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""CM""]}}",Not Executable,Draft
CORE-000340,CG0440,TSPARMCD = PLANSUB but the value provided in TSVAL is not a positive integer.,"Raise an error when TSPARMCD = ""PLANSUB"" and the value provided in TSVAL is not an integer greater than 0.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000339,CG0456,TSPARMCD = FCNTRY but TSVCDREF is not equal to 'ISO 3166-1 alpha-3',Raise an error when TSPARMCD = FCNTRY and TSVCDREF is not equal to 'ISO 3166-1 alpha-3',SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000338,CG0457,TSPARMCD = ACTSUB but the value provided in TSVAL is not a positive integer.,"Raise an error when TSPARMCD = ""ACTSUB"" and the value provided in TSVAL is not an integer greater than 0.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CORE-000335,CG0280,"TSPARMCD = ""RANDQT"" but TSVAL is not a number between 0 and 1.","Raise an error when TSPARMCD = ""RANDQT"" and the value provided in TSVAL is not a number between 0 and 1.",SDTMIG,"3.2, 3.3","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TS""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0651,CG0651,"Variable is missing, where variable core status is permissible and data is planned to be collected.","Raise an error when variable Core Status = Permissible and data is planned to be collected, but variable is not present",SDTMIG,"3.4, 3.3","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Partially Executable - Possible Underreporting,Draft
CORE-000332,CG0193,"MBRESCAT is expected when MBTESTCD='ORGANISM', MSSTRESC!='NO GROWTH', MBMETHOD!='GRAM STAIN'","Raise an error when MBTESTCD=ORGANISM, MSSTRESC!='NO GROWTH', MBMETHOD!='GRAM STAIN' and MBRESCAT is empty",SDTMIG,3.2,"{""Classes"":{""Include"":[""FINDINGS""]},""Domains"":{""Include"":[""MB""]}}",Fully Executable,Published
WHODrug,WHODrug,Invalid whodrug code hierarcy,WHODRUG hierarchy is valid in provided whodrug dictionary version,SDTMIG,"3.4, 3.3, 3.2","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000331,"CG0124, CG0125","DM.ACTARMCD must equal SCRNFAIL, NOTASSGN, NOTTRT, or UNPLAN if the value is not present in TA.ARMCD","ACTARMCD values in Demographics are restricted to ARMCD values in Trial Arms when ACTARMCD is not equal to ""SCRNFAIL"", ""NOTASSGN"", ""NOTTRT"", or ""UNPLAN""",SDTMIG,3.2,"{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Published
CDISC.SDTMIG.CG0097,CG0097,CMTRT was not collected on CRF,Trigger error if CMTRT was not collected on CRF,SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""INTERVENTIONS""]},""Domains"":{""Include"":[""CM""]}}",Fully Executable,Draft
CORE-000229,CG0361,POOLID must be null when USUBJID is populated,"Verify that When USUBJID is populated, POOLID is not populated",SDTMIG,"3.4, 3.2, 3.3","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""RELSUB""]}}",Fully Executable,Published
CORE-000306,SD0024,"Missing value for --DTC, when --ENDTC is provided","Date/Time of Collection (--DTC) should not be NULL, when End Date/Time of Observation (--ENDTC) is not NULL.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000307,SD0028,Value for --STNRHI is less than value for --STNRLO,Reference Range Upper Limit-Std Units (--STNRHI) value must be greater than or equal to Reference Range Lower Limit-Std Units (--STNRLO) value.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000301,SD0049,"Missing value for --STTPT, when --STRTPT is populated","Start Reference Time Point (--STTPT) must not be NULL, when Start Relative to Reference Time Point (--STRTPT) is provided.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000300,SD0050,"Missing value for --ENTPT, when --ENRTPT is populated","End Reference Time Point (--ENTPT) must not be NULL, when End Relative to Reference Time Point (--ENRTPT) is provided.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""ALL""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000309,SD0087,RFSTDTC is not provided for a randomized subject,"Subject Reference Start Date/Time (RFSTDTC) should be populated for all randomized subjects, those where Planned Arm Code (ARMCD) is not equal to 'SCRNFAIL' or 'NOTASSGN' or null.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
CORE-000317,SD1034,Inconsistent value for ARMCD,A value for Planned Arm Code (ARMCD) must have a unique value for Description of Planned Arm (ARM) with the domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""TRIAL DESIGN"",""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""TA"",""TV"",""DM""]}}",Fully Executable,Draft
CORE-000316,SD1043,Inconsistent value for --TESTCD within --TEST,"All values of Short Name of Measurement, Test or Examination (--TESTCD) should be the same for a given value of Name of Measurement, Test or (--TEST).","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""FINDINGS"",""FINDINGS ABOUT""]},""Domains"":{""Include"":[""ALL""]}}",Fully Executable,Draft
CORE-000315,SD1050,Non-unique value for ETCD within ELEMENT,Element Code (ETCD) must have a unique value for a given value of Description of Element (ELEMENT) within the domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE"",""TRIAL DESIGN""]},""Domains"":{""Include"":[""TA"",""SE""]}}",Fully Executable,Draft
CORE-000314,SD1064,Duplicate ETCD value,The value of Element Code (ETCD) variable must be unique within Trial Elements (TE) domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TE""]}}",Fully Executable,Draft
CORE-000313,SD1068,Duplicate ELEMENT value,The value of Element (Description of Element) variable must be unique within Trial Elements (TE) domain.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""TRIAL DESIGN""]},""Domains"":{""Include"":[""TE""]}}",Fully Executable,Draft
CORE-000312,SD1069,Inconsistent value for --PARM within --PARMCD,All values of a Parameter (--PARM) variables should be the same for a given value of a Parameter Short Name (--PARMCD) variables.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""TRIAL DESIGN"",""STUDY REFERENCE""]},""Domains"":{""Include"":[""TS"",""TX"",""DI""]}}",Fully Executable,Draft
CORE-000311,SD1070,Inconsistent value for --PARMCD within --PARM,All values of a Parameter Short Name (--PARMCD) variables should be the same for a given value of a Parameter (--PARM) variables.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""TRIAL DESIGN"",""STUDY REFERENCE""]},""Domains"":{""Include"":[""TS"",""DI"",""TX""]}}",Fully Executable,Draft
CORE-000288,SD2019,Invalid value for AGETXT,Age Range (AGETXT) variable values should be populated with 'number-number' format.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
CORE-000285,SD2020,Both AGE and AGETXT variables values are populated,Age (AGE) and Age Range (AGETXT) variables should never both be populated for the same subject.,"SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
CORE-000286,SD2023,AGE is not provided,"Age (AGE) variable values should be provided, when Date/Time of Birth (BRTHDTC) variable values are populated.","SDTMIG, SENDIG, SENDIG-AR, SENDIG-DART","3.1.2, 3.1.3, 3.2, 3.3, 3.0, 3.1, 3.1.1, 1.0, 1.1","{""Classes"":{""Include"":[""SPECIAL PURPOSE""]},""Domains"":{""Include"":[""DM""]}}",Fully Executable,Draft
